,dt,dt_iso,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,rain_1h,clouds_all,weather_description,Data,Hora,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),Inj_code
10419,1670382000,2022-12-07 03:00:00 +0000 UTC,12.18,11.73,9.15,12.37,1015,87,2.47,0.895706,100,overcast clouds,2022-12-07,3,0.0,0.634,0.0,None,3
10420,1670385600,2022-12-07 04:00:00 +0000 UTC,12.66,12.2,8.6,12.93,1014,85,2.69,0.895706,100,overcast clouds,2022-12-07,4,0.0,0.406,0.0,None,3
10421,1670389200,2022-12-07 05:00:00 +0000 UTC,12.67,12.26,9.15,12.93,1014,87,2.78,0.895706,100,overcast clouds,2022-12-07,5,0.0,0.41,0.0,None,3
10422,1670392800,2022-12-07 06:00:00 +0000 UTC,12.39,11.93,8.6,12.93,1013,86,2.77,0.11,100,light rain,2022-12-07,6,0.0,0.388,0.0,None,3
10423,1670396400,2022-12-07 07:00:00 +0000 UTC,12.13,11.67,8.04,12.37,1013,87,2.98,0.895706,100,overcast clouds,2022-12-07,7,0.0,1.211,0.0,None,3
10438,1670450400,2022-12-07 22:00:00 +0000 UTC,13.46,12.9,12.79,13.72,1004,78,4.94,0.34,100,light rain,2022-12-07,22,0.0,0.521,0.0,None,3
10439,1670454000,2022-12-07 23:00:00 +0000 UTC,12.9,12.41,12.32,13.12,1003,83,5.48,0.88,100,light rain,2022-12-07,23,0.0,0.355,0.0,None,3
10440,1670457600,2022-12-08 00:00:00 +0000 UTC,12.37,11.96,11.68,13.12,1002,88,6.03,1.37,99,moderate rain,2022-12-08,0,0.0,0.309,0.0,None,3
10441,1670461200,2022-12-08 01:00:00 +0000 UTC,11.86,11.48,11.68,13.12,1001,91,6.24,1.32,95,moderate rain,2022-12-08,1,0.0,0.294,0.0,None,3
10442,1670464800,2022-12-08 02:00:00 +0000 UTC,11.86,11.45,11.77,13.12,1000,90,6.17,1.1,99,moderate rain,2022-12-08,2,0.0,0.358,0.0,None,3
10443,1670468400,2022-12-08 03:00:00 +0000 UTC,11.86,11.45,11.12,13.12,999,90,5.59,1.29,100,moderate rain,2022-12-08,3,0.0,0.288,0.0,None,3
10444,1670472000,2022-12-08 04:00:00 +0000 UTC,11.84,11.38,10.82,13.12,998,88,5.31,1.15,100,moderate rain,2022-12-08,4,0.0,0.281,0.0,None,3
10445,1670475600,2022-12-08 05:00:00 +0000 UTC,12.37,11.88,11.77,13.12,997,85,4.82,0.73,98,light rain,2022-12-08,5,0.0,0.305,0.0,None,3
10446,1670479200,2022-12-08 06:00:00 +0000 UTC,11.88,11.45,11.77,13.12,997,89,4.31,0.37,96,light rain,2022-12-08,6,0.0,1.027,0.0,None,3
10447,1670482800,2022-12-08 07:00:00 +0000 UTC,11.86,11.4,11.77,13.12,997,88,3.48,0.895706,75,broken clouds,2022-12-08,7,0.0,0.777,0.0,None,3
10462,1670536800,2022-12-08 22:00:00 +0000 UTC,12.37,12.12,11.38,12.72,998,94,2.35,0.26,98,light rain,2022-12-08,22,0.0,0.53,0.0,None,3
10463,1670540400,2022-12-08 23:00:00 +0000 UTC,11.81,11.5,11.45,11.82,998,94,2.25,0.12,100,light rain,2022-12-08,23,0.0,0.494,0.0,None,3
10464,1670544000,2022-12-09 00:00:00 +0000 UTC,11.84,11.51,10.82,12.72,998,93,2.08,0.14,100,light rain,2022-12-09,0,0.0,0.314,0.0,None,3
10465,1670547600,2022-12-09 01:00:00 +0000 UTC,12.36,12.03,11.45,12.72,998,91,2.14,0.3,100,light rain,2022-12-09,1,0.0,0.319,0.0,None,3
10466,1670551200,2022-12-09 02:00:00 +0000 UTC,11.84,11.48,10.82,12.72,998,92,2.28,0.44,100,light rain,2022-12-09,2,0.0,0.316,0.0,None,3
10467,1670554800,2022-12-09 03:00:00 +0000 UTC,12.36,12.03,11.45,12.72,998,91,2.31,0.7,100,light rain,2022-12-09,3,0.0,0.304,0.0,None,3
10468,1670558400,2022-12-09 04:00:00 +0000 UTC,11.84,11.43,10.82,12.72,997,90,2.17,0.86,100,light rain,2022-12-09,4,0.0,0.329,0.0,None,3
10469,1670562000,2022-12-09 05:00:00 +0000 UTC,11.79,11.4,10.82,11.82,997,91,2.41,1.21,99,moderate rain,2022-12-09,5,0.0,0.284,0.0,None,3
10470,1670565600,2022-12-09 06:00:00 +0000 UTC,11.81,11.47,11.12,11.82,996,93,2.86,1.63,100,moderate rain,2022-12-09,6,0.0,0.299,0.0,None,3
10471,1670569200,2022-12-09 07:00:00 +0000 UTC,11.79,11.48,10.34,11.82,996,94,2.93,1.18,99,moderate rain,2022-12-09,7,0.0,1.204,0.0,None,3
10486,1670623200,2022-12-09 22:00:00 +0000 UTC,11.8,11.46,10.34,11.82,1004,93,2.04,0.895706,10,sky is clear,2022-12-09,22,0.0,0.827,0.0,None,3
10487,1670626800,2022-12-09 23:00:00 +0000 UTC,11.78,11.47,10.34,11.82,1005,94,1.94,0.895706,12,few clouds,2022-12-09,23,0.0,0.417,0.0,None,3
10488,1670630400,2022-12-10 00:00:00 +0000 UTC,11.76,11.45,9.79,11.82,1006,94,1.9,0.895706,21,few clouds,2022-12-10,0,0.0,0.4,0.0,None,3
10489,1670634000,2022-12-10 01:00:00 +0000 UTC,11.76,11.47,9.79,11.82,1007,95,1.85,0.895706,15,few clouds,2022-12-10,1,0.0,0.368,0.0,None,3
10490,1670637600,2022-12-10 02:00:00 +0000 UTC,11.2,10.83,8.9,11.26,1007,94,1.87,0.895706,15,few clouds,2022-12-10,2,0.0,0.324,0.0,None,3
10491,1670641200,2022-12-10 03:00:00 +0000 UTC,11.18,10.83,8.34,11.26,1008,95,1.74,0.895706,33,scattered clouds,2022-12-10,3,0.0,0.313,0.0,None,3
10492,1670644800,2022-12-10 04:00:00 +0000 UTC,11.16,10.81,7.79,11.26,1009,95,1.64,0.895706,88,overcast clouds,2022-12-10,4,0.0,0.303,0.0,None,3
10493,1670648400,2022-12-10 05:00:00 +0000 UTC,9.88,9.39,5.72,10.15,1009,95,1.62,0.895706,99,overcast clouds,2022-12-10,5,0.0,0.362,0.0,None,3
10494,1670652000,2022-12-10 06:00:00 +0000 UTC,9.86,9.52,5.72,10.15,1010,95,1.47,0.895706,99,overcast clouds,2022-12-10,6,0.0,0.3,0.0,None,3
10495,1670655600,2022-12-10 07:00:00 +0000 UTC,9.88,9.88,5.72,10.15,1010,95,1.15,0.895706,95,overcast clouds,2022-12-10,7,0.0,0.263,0.0,None,3
10510,1670709600,2022-12-10 22:00:00 +0000 UTC,9.07,8.71,8.34,9.72,1011,87,1.39,0.88,100,light rain,2022-12-10,22,0.0,0.456,0.0,None,3
10511,1670713200,2022-12-10 23:00:00 +0000 UTC,9.01,8.66,7.79,9.54,1011,90,1.38,2.26,100,moderate rain,2022-12-10,23,0.0,0.363,0.0,None,3
10512,1670716800,2022-12-11 00:00:00 +0000 UTC,8.49,7.22,7.79,8.99,1009,93,2.26,3.47,100,moderate rain,2022-12-11,0,0.0,0.306,0.0,None,3
10513,1670720400,2022-12-11 01:00:00 +0000 UTC,7.93,5.39,7.01,8.43,1008,94,4.13,3.74,100,moderate rain,2022-12-11,1,0.0,0.244,0.0,None,3
10514,1670724000,2022-12-11 02:00:00 +0000 UTC,7.42,4.35,6.45,8.43,1005,92,5.03,3.37,100,moderate rain,2022-12-11,2,0.0,0.285,0.0,None,3
10515,1670727600,2022-12-11 03:00:00 +0000 UTC,7.42,4.49,6.45,8.43,1004,93,4.7,2.33,100,moderate rain,2022-12-11,3,0.0,0.266,0.0,None,3
10516,1670731200,2022-12-11 04:00:00 +0000 UTC,7.42,4.49,6.45,8.43,1003,94,4.71,1.14,100,moderate rain,2022-12-11,4,0.0,0.288,0.0,None,3
10517,1670734800,2022-12-11 05:00:00 +0000 UTC,7.42,4.6,6.45,8.43,1002,93,4.48,0.57,100,light rain,2022-12-11,5,0.0,0.259,0.0,None,3
10518,1670738400,2022-12-11 06:00:00 +0000 UTC,7.97,5.3,7.01,8.72,1002,93,4.43,0.895706,100,overcast clouds,2022-12-11,6,0.0,0.316,0.0,None,3
10519,1670742000,2022-12-11 07:00:00 +0000 UTC,7.97,5.41,7.01,8.72,1002,92,4.2,0.895706,97,overcast clouds,2022-12-11,7,0.0,0.512,0.0,None,3
10534,1670796000,2022-12-11 22:00:00 +0000 UTC,10.13,9.65,8.6,10.9,1009,94,2.26,0.895706,100,overcast clouds,2022-12-11,22,0.0,0.594,0.0,None,3
10535,1670799600,2022-12-11 23:00:00 +0000 UTC,10.64,10.19,9.15,10.72,1009,93,2.52,0.895706,100,overcast clouds,2022-12-11,23,0.0,0.412,0.0,None,3
10536,1670803200,2022-12-12 00:00:00 +0000 UTC,11.21,10.79,9.54,11.72,1008,92,2.44,0.895706,100,overcast clouds,2022-12-12,0,0.0,0.394,0.0,None,3
10537,1670806800,2022-12-12 01:00:00 +0000 UTC,11.74,11.32,9.79,11.82,1008,90,2.82,0.33,100,light rain,2022-12-12,1,0.0,0.478,0.0,None,3
10538,1670810400,2022-12-12 02:00:00 +0000 UTC,11.79,11.45,9.79,12.79,1007,93,3.08,0.8,100,light rain,2022-12-12,2,0.0,0.255,0.0,None,3
10539,1670814000,2022-12-12 03:00:00 +0000 UTC,12.4,12.15,10.26,14.72,1006,94,3.57,2.12,100,moderate rain,2022-12-12,3,0.0,0.249,0.0,None,3
10540,1670817600,2022-12-12 04:00:00 +0000 UTC,13.02,12.86,10.26,15.72,1004,95,3.99,2.57,100,moderate rain,2022-12-12,4,0.0,0.246,0.0,None,3
10541,1670821200,2022-12-12 05:00:00 +0000 UTC,14.24,14.3,10.26,16.12,1003,99,5.14,2.32,100,moderate rain,2022-12-12,5,0.0,0.251,0.0,None,3
10542,1670824800,2022-12-12 06:00:00 +0000 UTC,14.5,14.62,10.82,16.12,1002,100,7.18,3.06,100,moderate rain,2022-12-12,6,0.0,0.251,0.0,None,3
10543,1670828400,2022-12-12 07:00:00 +0000 UTC,15.89,16.15,14.54,16.72,1000,100,8.73,6.53,100,heavy intensity rain,2022-12-12,7,0.0,1.17,0.0,None,3
10558,1670882400,2022-12-12 22:00:00 +0000 UTC,16.28,16.44,15.34,16.93,1005,95,4.12,3.84,100,moderate rain,2022-12-12,22,0.0,0.451,0.0,None,3
10559,1670886000,2022-12-12 23:00:00 +0000 UTC,16.27,16.43,15.34,16.93,1004,95,4.2,2.89,100,moderate rain,2022-12-12,23,0.0,0.455,0.0,None,3
10560,1670889600,2022-12-13 00:00:00 +0000 UTC,16.29,16.46,15.66,17.49,1004,95,4.44,2.49,100,moderate rain,2022-12-13,0,0.0,0.344,0.0,None,3
10561,1670893200,2022-12-13 01:00:00 +0000 UTC,16.79,17.01,15.66,17.49,1003,95,4.58,1.92,100,moderate rain,2022-12-13,1,0.0,0.292,0.0,None,3
10562,1670896800,2022-12-13 02:00:00 +0000 UTC,16.78,16.99,15.66,16.93,1004,95,4.34,1.4,100,moderate rain,2022-12-13,2,0.0,0.264,0.0,None,3
10563,1670900400,2022-12-13 03:00:00 +0000 UTC,16.78,16.99,15.66,16.93,1004,95,3.93,1.09,100,moderate rain,2022-12-13,3,0.0,0.247,0.0,None,3
10564,1670904000,2022-12-13 04:00:00 +0000 UTC,16.78,16.99,15.66,16.93,1003,95,3.63,0.77,100,light rain,2022-12-13,4,0.0,0.25,0.0,None,3
10565,1670907600,2022-12-13 05:00:00 +0000 UTC,16.81,17.03,15.9,17.49,1002,95,1.98,0.41,100,light rain,2022-12-13,5,0.0,0.247,0.0,None,3
10566,1670911200,2022-12-13 06:00:00 +0000 UTC,16.29,16.46,15.66,17.49,1002,95,1.65,0.33,100,light rain,2022-12-13,6,0.0,0.246,0.0,None,3
10567,1670914800,2022-12-13 07:00:00 +0000 UTC,16.27,16.43,15.57,16.93,1002,95,2.29,1.63,100,moderate rain,2022-12-13,7,0.0,0.706,0.0,None,3
10582,1670968800,2022-12-13 22:00:00 +0000 UTC,14.66,14.66,13.12,15.72,1004,95,4.04,0.23,85,light rain,2022-12-13,22,0.0,1.027,0.0,None,3
10583,1670972400,2022-12-13 23:00:00 +0000 UTC,14.62,14.62,13.68,15.82,1004,95,4.24,0.23,77,light rain,2022-12-13,23,0.0,1.584,0.0,None,3
10584,1670976000,2022-12-14 00:00:00 +0000 UTC,14.14,14.09,13.12,15.72,1005,95,3.75,0.18,68,light rain,2022-12-14,0,0.0,0.585,0.0,None,3
10585,1670979600,2022-12-14 01:00:00 +0000 UTC,14.14,14.09,13.12,15.72,1004,95,3.54,0.27,73,light rain,2022-12-14,1,0.0,0.515,0.0,None,3
10586,1670983200,2022-12-14 02:00:00 +0000 UTC,14.04,13.95,13.72,14.54,1004,94,3.63,0.34,56,light rain,2022-12-14,2,0.0,0.318,0.0,None,3
10587,1670986800,2022-12-14 03:00:00 +0000 UTC,13.47,13.33,12.72,14.15,1003,94,3.66,0.33,64,light rain,2022-12-14,3,0.0,0.309,0.0,None,3
10588,1670990400,2022-12-14 04:00:00 +0000 UTC,13.47,13.33,12.49,13.72,1003,94,3.82,0.37,86,light rain,2022-12-14,4,0.0,0.335,0.0,None,3
10589,1670994000,2022-12-14 05:00:00 +0000 UTC,13.46,13.32,11.93,13.9,1002,94,3.6,0.43,87,light rain,2022-12-14,5,0.0,0.383,0.0,None,3
10590,1670997600,2022-12-14 06:00:00 +0000 UTC,13.5,13.36,11.38,14.72,1002,94,3.8,0.27,95,light rain,2022-12-14,6,0.0,0.358,0.0,None,3
10606,1671055200,2022-12-14 22:00:00 +0000 UTC,12.4,12.15,11.68,12.88,996,94,3.17,0.19,96,light rain,2022-12-14,22,0.0,0.956,0.0,None,3
10607,1671058800,2022-12-14 23:00:00 +0000 UTC,11.89,11.59,11.45,12.88,996,94,2.99,0.34,100,light rain,2022-12-14,23,0.0,0.685,0.0,None,3
10608,1671062400,2022-12-15 00:00:00 +0000 UTC,11.86,11.58,10.57,12.72,996,95,2.75,0.67,100,light rain,2022-12-15,0,0.0,0.507,0.0,None,3
10609,1671066000,2022-12-15 01:00:00 +0000 UTC,11.82,11.54,11.38,12.32,997,95,3.13,0.53,100,light rain,2022-12-15,1,0.0,0.378,0.0,None,3
10610,1671069600,2022-12-15 02:00:00 +0000 UTC,11.8,11.52,10.01,12.32,997,95,2.82,0.51,95,light rain,2022-12-15,2,0.0,0.263,0.0,None,3
10611,1671073200,2022-12-15 03:00:00 +0000 UTC,11.28,10.94,10.57,11.77,997,95,2.59,0.68,91,light rain,2022-12-15,3,0.0,0.263,0.0,None,3
10612,1671076800,2022-12-15 04:00:00 +0000 UTC,11.06,10.7,10.26,12.72,997,95,2.73,0.5,84,light rain,2022-12-15,4,0.0,0.253,0.0,None,3
10613,1671080400,2022-12-15 05:00:00 +0000 UTC,10.72,10.33,10.26,11.77,997,95,2.56,0.19,83,light rain,2022-12-15,5,0.0,0.251,0.0,None,3
10614,1671084000,2022-12-15 06:00:00 +0000 UTC,11.31,10.95,9.71,12.72,997,94,2.11,0.15,95,light rain,2022-12-15,6,0.0,0.247,0.0,None,3
10615,1671087600,2022-12-15 07:00:00 +0000 UTC,10.74,10.32,9.71,11.72,998,94,2.14,0.17,100,light rain,2022-12-15,7,0.0,1.044,0.0,None,3
10630,1671141600,2022-12-15 22:00:00 +0000 UTC,11.82,11.38,9.71,12.72,1002,89,3.28,0.39,95,light rain,2022-12-15,22,0.0,0.751,0.0,None,3
10631,1671145200,2022-12-15 23:00:00 +0000 UTC,11.31,10.82,9.71,12.72,1002,89,3.84,0.81,98,light rain,2022-12-15,23,0.0,0.523,0.0,None,3
10632,1671148800,2022-12-16 00:00:00 +0000 UTC,11.28,10.79,10.26,11.77,1001,89,4.41,1.01,100,moderate rain,2022-12-16,0,0.0,0.446,0.0,None,3
10633,1671152400,2022-12-16 01:00:00 +0000 UTC,11.26,10.82,10.26,11.72,1001,91,4.76,1.01,99,moderate rain,2022-12-16,1,0.0,0.44,0.0,None,3
10634,1671156000,2022-12-16 02:00:00 +0000 UTC,10.72,10.28,10.34,11.21,1000,93,5.01,1.37,100,moderate rain,2022-12-16,2,0.0,0.341,0.0,None,3
10635,1671159600,2022-12-16 03:00:00 +0000 UTC,10.72,10.3,10.34,11.21,1001,94,4.92,1.31,100,moderate rain,2022-12-16,3,0.0,0.253,0.0,None,3
10636,1671163200,2022-12-16 04:00:00 +0000 UTC,10.71,10.24,10.26,11.21,1001,92,4.8,1.44,100,moderate rain,2022-12-16,4,0.0,0.253,0.0,None,3
10637,1671166800,2022-12-16 05:00:00 +0000 UTC,10.7,10.2,10.57,10.82,1001,91,4.69,1.51,100,moderate rain,2022-12-16,5,0.0,0.257,0.0,None,3
10638,1671170400,2022-12-16 06:00:00 +0000 UTC,11.2,10.67,10.26,11.26,1002,88,4.57,1.13,99,moderate rain,2022-12-16,6,0.0,0.252,0.0,None,3
10654,1671228000,2022-12-16 22:00:00 +0000 UTC,12.32,11.8,10.26,12.88,1012,84,1.72,0.895706,100,overcast clouds,2022-12-16,22,0.0,0.894,0.0,None,3
10655,1671231600,2022-12-16 23:00:00 +0000 UTC,12.13,11.59,10.26,12.72,1013,84,1.72,0.895706,98,overcast clouds,2022-12-16,23,0.0,0.464,0.0,None,3
10656,1671235200,2022-12-17 00:00:00 +0000 UTC,12.4,11.94,10.34,12.72,1013,86,1.25,0.12,84,light rain,2022-12-17,0,0.0,0.616,0.0,None,3
10657,1671238800,2022-12-17 01:00:00 +0000 UTC,12.25,11.67,10.34,12.37,1013,82,1.76,0.33,97,light rain,2022-12-17,1,0.0,0.586,0.0,None,3
10658,1671242400,2022-12-17 02:00:00 +0000 UTC,12.23,11.68,10.34,12.37,1014,83,1.74,0.1,67,light rain,2022-12-17,2,0.0,0.595,0.0,None,3
10659,1671246000,2022-12-17 03:00:00 +0000 UTC,11.78,11.34,9.79,11.82,1014,89,1.79,0.895706,45,scattered clouds,2022-12-17,3,0.0,0.593,0.0,None,3
10660,1671249600,2022-12-17 04:00:00 +0000 UTC,11.74,11.29,9.79,11.82,1014,89,1.54,0.895706,48,scattered clouds,2022-12-17,4,0.0,0.508,0.0,None,3
10661,1671253200,2022-12-17 05:00:00 +0000 UTC,11.77,11.33,9.79,11.82,1014,89,1.33,0.895706,53,broken clouds,2022-12-17,5,0.0,0.407,0.0,None,3
10662,1671256800,2022-12-17 06:00:00 +0000 UTC,11.81,11.4,9.79,12.72,1015,90,1.32,0.895706,59,broken clouds,2022-12-17,6,0.0,0.348,0.0,None,3
10663,1671260400,2022-12-17 07:00:00 +0000 UTC,11.77,11.33,9.79,11.82,1016,89,1.37,0.12,68,light rain,2022-12-17,7,0.0,0.25,0.0,None,3
10678,1671314400,2022-12-17 22:00:00 +0000 UTC,11.28,10.76,9.79,11.72,1020,88,2.64,0.895706,90,overcast clouds,2022-12-17,22,0.0,0.546,0.0,None,3
10679,1671318000,2022-12-17 23:00:00 +0000 UTC,11.79,11.27,9.23,11.82,1021,86,2.92,0.895706,78,broken clouds,2022-12-17,23,0.0,0.563,0.0,None,3
10680,1671321600,2022-12-18 00:00:00 +0000 UTC,11.27,10.67,9.23,11.72,1021,85,3.1,0.895706,80,broken clouds,2022-12-18,0,0.0,0.545,0.0,None,3
10681,1671325200,2022-12-18 01:00:00 +0000 UTC,11.27,10.65,9.79,12.23,1020,84,3.26,0.895706,100,overcast clouds,2022-12-18,1,0.0,0.499,0.0,None,3
10682,1671328800,2022-12-18 02:00:00 +0000 UTC,11.85,11.26,9.79,12.72,1020,83,3.46,0.895706,100,overcast clouds,2022-12-18,2,0.0,0.436,0.0,None,3
10683,1671332400,2022-12-18 03:00:00 +0000 UTC,11.89,11.3,10.34,13.72,1020,83,3.2,0.895706,100,overcast clouds,2022-12-18,3,0.0,0.27,0.0,None,3
10684,1671336000,2022-12-18 04:00:00 +0000 UTC,11.89,11.28,11.21,13.72,1021,82,3.21,0.895706,55,broken clouds,2022-12-18,4,0.0,0.275,0.0,None,3
10685,1671339600,2022-12-18 05:00:00 +0000 UTC,11.87,11.25,11.77,13.72,1020,82,3.57,0.895706,42,scattered clouds,2022-12-18,5,0.0,0.273,0.0,None,3
10686,1671343200,2022-12-18 06:00:00 +0000 UTC,14.23,13.88,6.93,14.72,1021,83,3.69,0.895706,62,broken clouds,2022-12-18,6,0.0,0.268,0.0,None,3
10687,1671346800,2022-12-18 07:00:00 +0000 UTC,14.33,13.96,7.49,14.72,1021,82,3.95,0.895706,84,broken clouds,2022-12-18,7,0.0,0.242,0.0,None,3
10702,1671400800,2022-12-18 22:00:00 +0000 UTC,16.1,15.67,15.1,16.72,1020,73,5.97,0.895706,100,overcast clouds,2022-12-18,22,0.0,0.533,0.0,None,3
10703,1671404400,2022-12-18 23:00:00 +0000 UTC,16.1,15.65,15.1,16.72,1020,72,6.52,0.895706,100,overcast clouds,2022-12-18,23,0.0,0.376,0.0,None,3
10704,1671408000,2022-12-19 00:00:00 +0000 UTC,16.1,15.67,15.1,16.72,1019,73,6.75,0.18,100,light rain,2022-12-19,0,0.0,0.285,0.0,None,3
10705,1671411600,2022-12-19 01:00:00 +0000 UTC,15.18,14.61,15.1,15.72,1019,71,6.6,0.5,100,light rain,2022-12-19,1,0.0,0.259,0.0,None,3
10706,1671415200,2022-12-19 02:00:00 +0000 UTC,14.59,14.19,13.9,15.34,1019,80,6.41,1.07,99,moderate rain,2022-12-19,2,0.0,0.231,0.0,None,3
10707,1671418800,2022-12-19 03:00:00 +0000 UTC,14.07,13.75,13.34,15.34,1019,85,6.87,1.66,98,moderate rain,2022-12-19,3,0.0,0.252,0.0,None,3
10708,1671422400,2022-12-19 04:00:00 +0000 UTC,13.56,13.32,13.48,15.34,1019,90,6.8,1.79,100,moderate rain,2022-12-19,4,0.0,0.259,0.0,None,3
10709,1671426000,2022-12-19 05:00:00 +0000 UTC,13.04,12.8,12.93,15.34,1018,92,6.53,2.03,99,moderate rain,2022-12-19,5,0.0,0.253,0.0,None,3
10710,1671429600,2022-12-19 06:00:00 +0000 UTC,14.11,13.85,13.6,15.72,1019,87,6.49,1.64,100,moderate rain,2022-12-19,6,0.0,0.232,0.0,None,3
10711,1671433200,2022-12-19 07:00:00 +0000 UTC,14.13,13.84,13.6,15.72,1019,86,6.29,1.38,100,moderate rain,2022-12-19,7,0.0,1.332,0.0,None,3
10726,1671487200,2022-12-19 22:00:00 +0000 UTC,15.15,15.18,14.45,15.72,1016,94,5.68,1.8,100,moderate rain,2022-12-19,22,0.0,0.637,0.0,None,3
10727,1671490800,2022-12-19 23:00:00 +0000 UTC,15.15,15.18,14.54,15.72,1015,94,6.4,2.16,100,moderate rain,2022-12-19,23,0.0,0.711,0.0,None,3
10728,1671494400,2022-12-20 00:00:00 +0000 UTC,15.67,15.72,14.54,15.82,1015,93,6.11,2.72,100,moderate rain,2022-12-20,0,0.0,0.794,0.0,None,3
10729,1671498000,2022-12-20 01:00:00 +0000 UTC,16.21,16.29,15.01,16.93,1015,92,5.9,3.47,100,moderate rain,2022-12-20,1,0.0,0.526,0.0,None,3
10730,1671501600,2022-12-20 02:00:00 +0000 UTC,16.2,16.28,15.01,16.38,1014,92,6.12,4.26,100,heavy intensity rain,2022-12-20,2,0.0,0.272,0.0,None,3
10731,1671505200,2022-12-20 03:00:00 +0000 UTC,15.46,15.59,14.54,16.38,1014,97,5.76,4.75,100,heavy intensity rain,2022-12-20,3,0.0,0.241,0.0,None,3
10732,1671508800,2022-12-20 04:00:00 +0000 UTC,16.25,16.28,15.1,16.72,1014,90,5.13,5.33,100,heavy intensity rain,2022-12-20,4,0.0,0.244,0.0,None,3
10733,1671512400,2022-12-20 05:00:00 +0000 UTC,16.2,16.3,15.01,16.38,1014,93,4.69,4.81,100,heavy intensity rain,2022-12-20,5,0.0,0.259,0.0,None,3
10734,1671516000,2022-12-20 06:00:00 +0000 UTC,15.68,15.76,14.45,16.26,1014,94,4.23,4.03,100,heavy intensity rain,2022-12-20,6,0.0,0.259,0.0,None,3
10735,1671519600,2022-12-20 07:00:00 +0000 UTC,15.12,15.17,14.45,15.82,1014,95,3.89,3.94,100,moderate rain,2022-12-20,7,0.0,0.819,0.0,None,3
10750,1671573600,2022-12-20 22:00:00 +0000 UTC,14.66,14.64,13.68,15.72,1021,94,4.48,0.55,100,light rain,2022-12-20,22,0.0,0.683,0.0,None,3
10751,1671577200,2022-12-20 23:00:00 +0000 UTC,14.58,14.55,13.72,15.26,1021,94,4.21,0.3,100,light rain,2022-12-20,23,0.0,0.686,0.0,None,3
10752,1671580800,2022-12-21 00:00:00 +0000 UTC,14.95,14.98,13.68,15.26,1022,95,4.5,0.27,100,light rain,2022-12-21,0,0.0,0.403,0.0,None,3
10753,1671584400,2022-12-21 01:00:00 +0000 UTC,14.59,14.59,13.68,14.71,1022,95,4.22,0.21,100,light rain,2022-12-21,1,0.0,0.344,0.0,None,3
10754,1671588000,2022-12-21 02:00:00 +0000 UTC,14.67,14.67,13.68,15.72,1022,95,4.48,0.2,97,light rain,2022-12-21,2,0.0,0.327,0.0,None,3
10755,1671591600,2022-12-21 03:00:00 +0000 UTC,14.67,14.67,13.68,15.72,1022,95,4.63,0.23,95,light rain,2022-12-21,3,0.0,0.298,0.0,None,3
10756,1671595200,2022-12-21 04:00:00 +0000 UTC,14.68,14.68,14.23,15.82,1023,95,4.21,0.13,100,light rain,2022-12-21,4,0.0,0.32,0.0,None,3
10757,1671598800,2022-12-21 05:00:00 +0000 UTC,14.65,14.63,14.23,15.72,1023,94,3.35,0.895706,99,overcast clouds,2022-12-21,5,0.0,0.306,0.0,None,3
10758,1671602400,2022-12-21 06:00:00 +0000 UTC,14.65,14.63,13.68,15.72,1023,94,2.62,0.895706,100,overcast clouds,2022-12-21,6,0.0,0.314,0.0,None,3
10759,1671606000,2022-12-21 07:00:00 +0000 UTC,14.62,14.59,14.54,15.72,1023,94,3.43,0.39,100,light rain,2022-12-21,7,0.0,1.683,0.0,None,3
10774,1671660000,2022-12-21 22:00:00 +0000 UTC,15.71,15.82,14.79,16.38,1026,95,2.81,0.49,96,light rain,2022-12-21,22,0.0,0.389,0.0,None,3
10775,1671663600,2022-12-21 23:00:00 +0000 UTC,15.7,15.81,15.34,15.72,1026,95,3.03,0.5,89,light rain,2022-12-21,23,0.0,0.35,0.0,None,3
10776,1671667200,2022-12-22 00:00:00 +0000 UTC,15.7,15.81,15.34,15.72,1026,95,3.15,0.41,99,light rain,2022-12-22,0,0.0,0.336,0.0,None,3
10777,1671670800,2022-12-22 01:00:00 +0000 UTC,15.69,15.8,14.79,16.38,1026,95,3.19,0.45,100,light rain,2022-12-22,1,0.0,0.319,0.0,None,3
10778,1671674400,2022-12-22 02:00:00 +0000 UTC,15.68,15.78,15.1,15.72,1025,95,3.66,0.52,100,light rain,2022-12-22,2,0.0,0.328,0.0,None,3
10779,1671678000,2022-12-22 03:00:00 +0000 UTC,15.68,15.78,15.1,15.72,1025,95,4.04,0.77,100,light rain,2022-12-22,3,0.0,0.295,0.0,None,3
10780,1671681600,2022-12-22 04:00:00 +0000 UTC,15.7,15.83,15.34,15.72,1025,96,4.4,1.69,100,moderate rain,2022-12-22,4,0.0,0.277,0.0,None,3
10781,1671685200,2022-12-22 05:00:00 +0000 UTC,15.7,15.81,15.34,15.72,1025,95,4.02,1.38,100,moderate rain,2022-12-22,5,0.0,0.283,0.0,None,3
10782,1671688800,2022-12-22 06:00:00 +0000 UTC,15.7,15.81,15.57,15.9,1026,95,3.54,1.4,100,moderate rain,2022-12-22,6,0.0,0.275,0.0,None,3
10783,1671692400,2022-12-22 07:00:00 +0000 UTC,16.22,16.38,15.57,16.38,1026,95,3.24,0.68,100,light rain,2022-12-22,7,0.0,0.265,0.0,None,3
